project,commit,path,status_diff3,time_diff3,phase1_time_diff3,phase2_time_diff3,phase2_unify_time_diff3,phase2_diffy_calls_diff3,phase2_diffy_time_diff3,phase3_time_diff3,phase3_unify_time_diff3,phase3_diffy_calls_diff3,phase3_diffy_time_diff3,total_merge_module_time_diff3,status_mergiraf,time_mergiraf,phase1_time_mergiraf,phase2_time_mergiraf,phase2_unify_time_mergiraf,phase2_diffy_calls_mergiraf,phase2_diffy_time_mergiraf,phase3_time_mergiraf,phase3_unify_time_mergiraf,phase3_diffy_calls_mergiraf,phase3_diffy_time_mergiraf,total_merge_module_time_mergiraf,status_mergiraf_semi,time_mergiraf_semi,phase1_time_mergiraf_semi,phase2_time_mergiraf_semi,phase2_unify_time_mergiraf_semi,phase2_diffy_calls_mergiraf_semi,phase2_diffy_time_mergiraf_semi,phase3_time_mergiraf_semi,phase3_unify_time_mergiraf_semi,phase3_diffy_calls_mergiraf_semi,phase3_diffy_time_mergiraf_semi,total_merge_module_time_mergiraf_semi,status_mergiraf_semi_plus,time_mergiraf_semi_plus,phase1_time_mergiraf_semi_plus,phase2_time_mergiraf_semi_plus,phase2_unify_time_mergiraf_semi_plus,phase2_diffy_calls_mergiraf_semi_plus,phase2_diffy_time_mergiraf_semi_plus,phase3_time_mergiraf_semi_plus,phase3_unify_time_mergiraf_semi_plus,phase3_diffy_calls_mergiraf_semi_plus,phase3_diffy_time_mergiraf_semi_plus,total_merge_module_time_mergiraf_semi_plus,status_s3m,time_s3m,phase1_time_s3m,phase2_time_s3m,phase2_unify_time_s3m,phase2_diffy_calls_s3m,phase2_diffy_time_s3m,phase3_time_s3m,phase3_unify_time_s3m,phase3_diffy_calls_s3m,phase3_diffy_time_s3m,total_merge_module_time_s3m
jetty/jetty.project,d7db079570eeda15b794ffb2a175e9588728ec43,mergeAnalysisOutput/java/jetty/jetty.project/d7db079570eeda15b794ffb2a175e9588728ec43/jetty-integrations/jetty-ethereum/src/main/java/org/eclipse/jetty/security/siwe/EthereumAuthenticator.java,SUCCESS_WITHOUT_CONFLICTS,5662127,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,285794044,282.180971ms,,,,,,,,,282.451237ms,SUCCESS_WITHOUT_CONFLICTS,433761414,278.650104ms,,,,,,,,,278.897262ms,SUCCESS_WITHOUT_CONFLICTS,302422495,278.393806ms,,,,,,,,,278.644527ms,SUCCESS_WITHOUT_CONFLICTS,1878605425,,,,,,,,,,
jetty/jetty.project,d7db079570eeda15b794ffb2a175e9588728ec43,mergeAnalysisOutput/java/jetty/jetty.project/d7db079570eeda15b794ffb2a175e9588728ec43/jetty-integrations/jetty-openid/src/main/java/org/eclipse/jetty/security/openid/OpenIdConfiguration.java,SUCCESS_WITHOUT_CONFLICTS,5522065,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,48320675,43.622388ms,,,,,,,,,43.865834ms,SUCCESS_WITHOUT_CONFLICTS,49271978,43.815932ms,,,,,,,,,44.069983ms,SUCCESS_WITHOUT_CONFLICTS,48852129,43.739507ms,,,,,,,,,43.981385ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,c0624c90b884223f6210995fc1fb6ca0ed8ace17,mergeAnalysisOutput/java/jetty/jetty.project/c0624c90b884223f6210995fc1fb6ca0ed8ace17/jetty-integrations/jetty-nosql/src/main/java/org/eclipse/jetty/nosql/mongodb/MongoSessionDataStore.java,SUCCESS_WITHOUT_CONFLICTS,6170809,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,127445959,123.574708ms,,,,,,,,,123.828294ms,SUCCESS_WITHOUT_CONFLICTS,126044602,119.800961ms,,,,,,,,,120.064603ms,SUCCESS_WITHOUT_CONFLICTS,132161673,127.001682ms,,,,,,,,,127.297205ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,434d1d934c9bf22c121035cce3e3302fd5fba5d6,mergeAnalysisOutput/java/jetty/jetty.project/434d1d934c9bf22c121035cce3e3302fd5fba5d6/jetty-ee10/jetty-ee10-proxy/src/main/java/org/eclipse/jetty/ee10/proxy/AbstractProxyServlet.java,SUCCESS_WITHOUT_CONFLICTS,4493338,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,246830308,236.186537ms,,,,,,,,,236.453779ms,SUCCESS_WITHOUT_CONFLICTS,238642538,233.897885ms,,,,,,,,,234.167716ms,SUCCESS_WITHOUT_CONFLICTS,240481049,237.672281ms,,,,,,,,,237.920479ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,434d1d934c9bf22c121035cce3e3302fd5fba5d6,mergeAnalysisOutput/java/jetty/jetty.project/434d1d934c9bf22c121035cce3e3302fd5fba5d6/tests/test-distribution/test-distribution-common/src/test/java/org/eclipse/jetty/tests/distribution/DistributionTests.java,SUCCESS_WITHOUT_CONFLICTS,6005690,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,972726877,965.836445ms,,,,,,,,,966.091452ms,SUCCESS_WITHOUT_CONFLICTS,967364680,962.303487ms,,,,,,,,,962.582094ms,SUCCESS_WITHOUT_CONFLICTS,968365017,960.890764ms,,,,,,,,,961.172807ms,TOOL_ERROR,751155580,,,,,,,,,,
jetty/jetty.project,ad28ea0e283c8d767c0f78641198fd98702be90a,mergeAnalysisOutput/java/jetty/jetty.project/ad28ea0e283c8d767c0f78641198fd98702be90a/jetty-core/jetty-util/src/main/java/org/eclipse/jetty/util/IteratingCallback.java,SUCCESS_WITH_CONFLICTS,5255579,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,512303678,85.920827ms,246.834463ms,,0.0,0ns,177.418906ms,,0.0,0ns,510.618821ms,SUCCESS_WITH_CONFLICTS,339949243,85.558356ms,53.657625ms,20.657211ms,0.0,0ns,195.366075ms,168.787895ms,0.0,0ns,335.021419ms,SUCCESS_WITH_CONFLICTS,340531511,85.598007ms,53.716338ms,20.619493ms,0.0,0ns,195.869874ms,169.473367ms,0.0,0ns,335.637274ms,SUCCESS_WITH_CONFLICTS,1854403080,,,,,,,,,,
jetty/jetty.project,ad28ea0e283c8d767c0f78641198fd98702be90a,mergeAnalysisOutput/java/jetty/jetty.project/ad28ea0e283c8d767c0f78641198fd98702be90a/jetty-core/jetty-util/src/test/java/org/eclipse/jetty/util/IteratingCallbackTest.java,SUCCESS_WITH_CONFLICTS,5501382,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1299554628,685.639017ms,539.913318ms,,0.0,0ns,,,,,1.227232179s,SUCCESS_WITHOUT_CONFLICTS,778906480,687.335201ms,83.935477ms,50.133452ms,0.0,0ns,,,,,773.62481ms,SUCCESS_WITHOUT_CONFLICTS,776776225,685.187355ms,83.936288ms,50.446988ms,0.0,0ns,,,,,770.917899ms,SUCCESS_WITH_CONFLICTS,1601008902,,,,,,,,,,
apache/cassandra,5f9de8ca130595d418451ebfd78fea7e6d762fce,mergeAnalysisOutput/java/apache/cassandra/5f9de8ca130595d418451ebfd78fea7e6d762fce/src/java/org/apache/cassandra/auth/CassandraRoleManager.java,SUCCESS_WITH_CONFLICTS,7422597,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,836034268,478.707571ms,,,0.0,0ns,330.667505ms,,,,809.848869ms,SUCCESS_WITH_CONFLICTS,2056880370,531.570548ms,,1.439318601s,0.0,0ns,1.470286813s,,,,2.002265564s,SUCCESS_WITH_CONFLICTS,1958618308,475.135247ms,,1.444874892s,0.0,0ns,1.475914072s,,,,1.951432287s,TIMEOUT,0,,,,,,,,,,
apache/cassandra,5f9de8ca130595d418451ebfd78fea7e6d762fce,mergeAnalysisOutput/java/apache/cassandra/5f9de8ca130595d418451ebfd78fea7e6d762fce/src/java/org/apache/cassandra/config/CassandraRelevantProperties.java,SUCCESS_WITHOUT_CONFLICTS,8013060,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,97291588,93.468876ms,,,,,,,,,93.721152ms,SUCCESS_WITHOUT_CONFLICTS,99097760,92.863444ms,,,,,,,,,93.102133ms,SUCCESS_WITHOUT_CONFLICTS,101334516,93.225654ms,,,,,,,,,93.521056ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,5f9de8ca130595d418451ebfd78fea7e6d762fce,mergeAnalysisOutput/java/apache/cassandra/5f9de8ca130595d418451ebfd78fea7e6d762fce/test/unit/org/apache/cassandra/audit/AuditLoggerAuthTest.java,SUCCESS_WITHOUT_CONFLICTS,7452905,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,130151083,124.932413ms,,,,,,,,,125.191778ms,SUCCESS_WITHOUT_CONFLICTS,130888071,126.028988ms,,,,,,,,,126.277912ms,SUCCESS_WITHOUT_CONFLICTS,132066215,126.128451ms,,,,,,,,,126.376707ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,5f9de8ca130595d418451ebfd78fea7e6d762fce,mergeAnalysisOutput/java/apache/cassandra/5f9de8ca130595d418451ebfd78fea7e6d762fce/test/unit/org/apache/cassandra/auth/CassandraRoleManagerTest.java,SUCCESS_WITH_CONFLICTS,6958043,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,318262328,202.36214ms,100.766897ms,,0.0,0ns,,,,,305.038935ms,SUCCESS_WITHOUT_CONFLICTS,238115572,202.251198ms,25.212629ms,13.058897ms,0.0,0ns,,,,,229.107241ms,SUCCESS_WITHOUT_CONFLICTS,232195569,200.332926ms,25.26327ms,13.036815ms,0.0,0ns,,,,,227.229803ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,5f9de8ca130595d418451ebfd78fea7e6d762fce,mergeAnalysisOutput/java/apache/cassandra/5f9de8ca130595d418451ebfd78fea7e6d762fce/test/unit/org/apache/cassandra/auth/CreateAndAlterRoleTest.java,SUCCESS_WITH_CONFLICTS,6982075,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,172622834,47.954509ms,61.599961ms,,0.0,0ns,54.955747ms,,0.0,0ns,164.916225ms,SUCCESS_WITH_CONFLICTS,75003885,48.516187ms,8.792899ms,2.173605ms,0.0,0ns,12.878118ms,4.164947ms,0.0,0ns,70.565288ms,SUCCESS_WITH_CONFLICTS,75104914,47.880956ms,8.756096ms,2.098578ms,0.0,0ns,12.7824ms,4.124651ms,0.0,0ns,69.861055ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,39019f005b6a419ce550f97f28b0ebe0c07cd09a,mergeAnalysisOutput/java/apache/cassandra/39019f005b6a419ce550f97f28b0ebe0c07cd09a/src/java/org/apache/cassandra/service/GCInspector.java,SUCCESS_WITH_CONFLICTS,6136828,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,583927436,231.109464ms,197.614568ms,,0.0,0ns,155.668295ms,,0.0,0ns,584.801139ms,SUCCESS_WITH_CONFLICTS,429874223,237.823067ms,60.104323ms,27.917167ms,0.0,0ns,131.061074ms,102.1294ms,0.0,0ns,429.408475ms,SUCCESS_WITH_CONFLICTS,429879857,233.949263ms,60.189023ms,27.836168ms,0.0,0ns,130.912244ms,101.91104ms,0.0,0ns,425.521325ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,6fbfb5f0759c10c4afb537b27d92f95d37629062,mergeAnalysisOutput/java/jetty/jetty.project/6fbfb5f0759c10c4afb537b27d92f95d37629062/jetty-core/jetty-client/src/main/java/org/eclipse/jetty/client/transport/internal/HttpConnectionOverHTTP.java,SUCCESS_WITHOUT_CONFLICTS,19157591,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,105471089,100.624521ms,,,,,,,,,100.869002ms,SUCCESS_WITHOUT_CONFLICTS,105487076,100.870827ms,,,,,,,,,101.114665ms,SUCCESS_WITHOUT_CONFLICTS,105341847,100.545952ms,,,,,,,,,100.798888ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,6fbfb5f0759c10c4afb537b27d92f95d37629062,mergeAnalysisOutput/java/jetty/jetty.project/6fbfb5f0759c10c4afb537b27d92f95d37629062/jetty-core/jetty-fcgi/jetty-fcgi-client/src/main/java/org/eclipse/jetty/fcgi/client/transport/internal/HttpConnectionOverFCGI.java,SUCCESS_WITHOUT_CONFLICTS,4753998,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,130871653,126.475403ms,,,,,,,,,126.721243ms,SUCCESS_WITHOUT_CONFLICTS,130870325,125.923749ms,,,,,,,,,126.169425ms,SUCCESS_WITHOUT_CONFLICTS,142475007,124.269065ms,,,,,,,,,124.516639ms,SUCCESS_WITHOUT_CONFLICTS,1880646611,,,,,,,,,,
jetty/jetty.project,6fbfb5f0759c10c4afb537b27d92f95d37629062,mergeAnalysisOutput/java/jetty/jetty.project/6fbfb5f0759c10c4afb537b27d92f95d37629062/jetty-core/jetty-fcgi/jetty-fcgi-client/src/main/java/org/eclipse/jetty/fcgi/client/transport/internal/HttpReceiverOverFCGI.java,SUCCESS_WITH_CONFLICTS,4536959,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,69853091,13.144509ms,,,0.0,0ns,51.783927ms,,,,65.310445ms,SUCCESS_WITH_CONFLICTS,42791145,13.187543ms,,14.825435ms,0.0,0ns,24.639499ms,,,,38.211934ms,SUCCESS_WITH_CONFLICTS,42806175,13.167446ms,,14.613585ms,0.0,0ns,24.384683ms,,,,37.93955ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,6fbfb5f0759c10c4afb537b27d92f95d37629062,mergeAnalysisOutput/java/jetty/jetty.project/6fbfb5f0759c10c4afb537b27d92f95d37629062/jetty-core/jetty-http2/jetty-http2-common/src/main/java/org/eclipse/jetty/http2/HTTP2Stream.java,SUCCESS_WITH_CONFLICTS,5235358,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,1612106607,699.52602ms,430.452566ms,,0.0,0ns,380.017179ms,,0.0,0ns,1.510443454s,SUCCESS_WITH_CONFLICTS,2352924630,698.777131ms,44.801448ms,11.609641ms,0.0,0ns,1.603181494s,1.573619089s,0.0,0ns,2.347245252s,SUCCESS_WITH_CONFLICTS,2554804049,697.051437ms,44.286798ms,11.465335ms,0.0,0ns,1.594608684s,1.564786244s,0.0,0ns,2.336386265s,SUCCESS_WITH_CONFLICTS,1581661141,,,,,,,,,,
jetty/jetty.project,6fbfb5f0759c10c4afb537b27d92f95d37629062,mergeAnalysisOutput/java/jetty/jetty.project/6fbfb5f0759c10c4afb537b27d92f95d37629062/jetty-core/jetty-tests/jetty-test-client-transports/src/test/java/org/eclipse/jetty/test/client/transport/HttpClientStreamTest.java,SUCCESS_WITH_CONFLICTS,5760489,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,3317166032,2.402568317s,937.071121ms,,0.0,0ns,,,,,3.341608907s,SUCCESS_WITHOUT_CONFLICTS,2763681972,2.412450001s,202.863698ms,144.143023ms,0.0,0ns,,,,,2.617300325s,SUCCESS_WITHOUT_CONFLICTS,2656928275,2.271007216s,190.930843ms,135.596468ms,0.0,0ns,,,,,2.463707104s,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,6fbfb5f0759c10c4afb537b27d92f95d37629062,mergeAnalysisOutput/java/jetty/jetty.project/6fbfb5f0759c10c4afb537b27d92f95d37629062/jetty-core/jetty-tests/jetty-test-client-transports/src/test/java/org/eclipse/jetty/test/client/transport/HttpClientTimeoutTest.java,SUCCESS_WITH_CONFLICTS,4851451,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,840851272,561.414717ms,266.084555ms,,0.0,0ns,,,,,829.765628ms,SUCCESS_WITHOUT_CONFLICTS,603293651,565.757501ms,32.155963ms,7.952695ms,0.0,0ns,,,,,599.700596ms,SUCCESS_WITHOUT_CONFLICTS,603109340,536.498415ms,30.31543ms,7.622228ms,0.0,0ns,,,,,568.376671ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,dcbadf4dbd04840a23c2b044d7db830062b6173f,mergeAnalysisOutput/java/apache/cassandra/dcbadf4dbd04840a23c2b044d7db830062b6173f/src/java/org/apache/cassandra/index/SecondaryIndexManager.java,SUCCESS_WITHOUT_CONFLICTS,7890898,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,776836979,766.015989ms,,,,,,,,,766.244125ms,SUCCESS_WITHOUT_CONFLICTS,776603589,767.310674ms,,,,,,,,,767.550241ms,SUCCESS_WITHOUT_CONFLICTS,768745967,764.803297ms,,,,,,,,,765.073903ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,2184d5cc6b50b7590ae9368c85063bf8cc79a1b5,mergeAnalysisOutput/java/apache/cassandra/2184d5cc6b50b7590ae9368c85063bf8cc79a1b5/src/java/org/apache/cassandra/config/CassandraRelevantProperties.java,SUCCESS_WITHOUT_CONFLICTS,7801666,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,114382928,107.869454ms,,,,,,,,,108.161188ms,SUCCESS_WITHOUT_CONFLICTS,113138553,106.068351ms,,,,,,,,,106.413905ms,SUCCESS_WITHOUT_CONFLICTS,114174440,107.06878ms,,,,,,,,,107.397748ms,TIMEOUT,0,,,,,,,,,,
apache/cassandra,2184d5cc6b50b7590ae9368c85063bf8cc79a1b5,mergeAnalysisOutput/java/apache/cassandra/2184d5cc6b50b7590ae9368c85063bf8cc79a1b5/test/simulator/main/org/apache/cassandra/simulator/ClusterSimulation.java,SUCCESS_WITH_CONFLICTS,8122903,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,4257674238,2.77321202s,887.331858ms,,0.0,0ns,652.025775ms,,0.0,0ns,4.313169066s,SUCCESS_WITH_CONFLICTS,5747260104,2.760080964s,159.245329ms,68.124142ms,0.0,0ns,2.819086168s,2.747159674s,0.0,0ns,5.739032367s,SUCCESS_WITH_CONFLICTS,5736404631,2.757593754s,154.815245ms,67.805038ms,0.0,0ns,2.816313024s,2.74997942s,0.0,0ns,5.729330941s,TIMEOUT,0,,,,,,,,,,
apache/cassandra,d40e4ecc09f2880102d2226e31fd771a3bbdd66e,mergeAnalysisOutput/java/apache/cassandra/d40e4ecc09f2880102d2226e31fd771a3bbdd66e/test/distributed/org/apache/cassandra/distributed/impl/AbstractCluster.java,SUCCESS_WITH_CONFLICTS,6660354,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,3922221136,3.076404344s,888.70414ms,,0.0,0ns,,,,,3.966765358s,SUCCESS_WITHOUT_CONFLICTS,3665199058,3.622795059s,140.573451ms,12.904324ms,0.0,0ns,,,,,3.766104616s,SUCCESS_WITHOUT_CONFLICTS,3806822628,3.603673869s,142.462673ms,13.019828ms,0.0,0ns,,,,,3.748969283s,TIMEOUT,0,,,,,,,,,,
apache/cassandra,d40e4ecc09f2880102d2226e31fd771a3bbdd66e,mergeAnalysisOutput/java/apache/cassandra/d40e4ecc09f2880102d2226e31fd771a3bbdd66e/test/distributed/org/apache/cassandra/distributed/impl/IsolatedJmx.java,SUCCESS_WITH_CONFLICTS,5880869,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,315180443,197.364246ms,108.132448ms,,0.0,0ns,,,,,307.245294ms,SUCCESS_WITHOUT_CONFLICTS,279219357,234.988777ms,31.012723ms,17.386071ms,0.0,0ns,,,,,268.452178ms,SUCCESS_WITHOUT_CONFLICTS,274094946,234.356539ms,30.482966ms,17.211817ms,0.0,0ns,,,,,267.291972ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/documentation/jetty/modules/code/examples/src/main/java/org/eclipse/jetty/docs/programming/client/http3/HTTP3ClientDocs.java,SUCCESS_WITHOUT_CONFLICTS,7610591,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,330377943,193.176822ms,128.419463ms,,0.0,0ns,,,,,323.344861ms,SUCCESS_WITHOUT_CONFLICTS,209149981,184.672515ms,19.315291ms,6.741136ms,0.0,0ns,,,,,205.545917ms,SUCCESS_WITHOUT_CONFLICTS,243982106,213.140494ms,22.968514ms,7.828283ms,0.0,0ns,,,,,238.149971ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-core/jetty-fcgi/jetty-fcgi-server/src/main/java/org/eclipse/jetty/fcgi/server/internal/ServerFCGIConnection.java,SUCCESS_WITHOUT_CONFLICTS,7631538,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,97908377,67.174983ms,,,,,,,,,67.419927ms,SUCCESS_WITHOUT_CONFLICTS,67698173,63.547867ms,,,,,,,,,63.7759ms,SUCCESS_WITHOUT_CONFLICTS,80555711,74.90791ms,,,,,,,,,75.203957ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-core/jetty-http2/jetty-http2-client-transport/src/main/java/org/eclipse/jetty/http2/client/transport/internal/HttpChannelOverHTTP2.java,SUCCESS_WITH_CONFLICTS,7481839,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,279997621,108.719985ms,91.305964ms,,0.0,0ns,75.334596ms,,0.0,0ns,275.785418ms,SUCCESS_WITH_CONFLICTS,153984111,103.179748ms,16.108225ms,2.798548ms,0.0,0ns,30.147597ms,15.795328ms,0.0,0ns,149.81893ms,SUCCESS_WITH_CONFLICTS,182606995,120.831955ms,19.316795ms,3.255513ms,0.0,0ns,36.045095ms,18.718007ms,0.0,0ns,176.705238ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-core/jetty-http2/jetty-http2-common/src/main/java/org/eclipse/jetty/http2/HTTP2Session.java,SUCCESS_WITHOUT_CONFLICTS,10337295,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1189420828,1.15529706s,,,,,,,,,1.155540639s,SUCCESS_WITHOUT_CONFLICTS,1102446400,1.098580252s,,,,,,,,,1.098829172s,SUCCESS_WITHOUT_CONFLICTS,1329611529,1.291849801s,,,,,,,,,1.292131958s,SUCCESS_WITHOUT_CONFLICTS,1740401060,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-core/jetty-http3/jetty-http3-client-transport/src/main/java/org/eclipse/jetty/http3/client/transport/internal/HttpReceiverOverHTTP3.java,SUCCESS_WITH_CONFLICTS,7493256,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,221987088,67.910079ms,72.181305ms,,0.0,0ns,76.609694ms,,0.0,0ns,217.122128ms,SUCCESS_WITHOUT_CONFLICTS,104612616,65.082667ms,10.243071ms,2.328844ms,0.0,0ns,22.345904ms,13.9684ms,0.0,0ns,99.145971ms,SUCCESS_WITHOUT_CONFLICTS,123909351,77.731799ms,12.387792ms,2.740107ms,0.0,0ns,26.717573ms,16.588814ms,0.0,0ns,118.860791ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-core/jetty-http3/jetty-http3-common/src/main/java/org/eclipse/jetty/http3/HTTP3Session.java,SUCCESS_WITH_CONFLICTS,8300627,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,1429061548,637.029397ms,414.449677ms,,0.0,0ns,360.750918ms,,0.0,0ns,1.412698664s,SUCCESS_WITH_CONFLICTS,1304858556,602.784836ms,84.330003ms,51.655237ms,0.0,0ns,612.54137ms,578.473867ms,0.0,0ns,1.300058149s,SUCCESS_WITH_CONFLICTS,1641624123,714.146925ms,101.101651ms,61.451866ms,0.0,0ns,727.785684ms,686.014059ms,0.0,0ns,1.543582543s,SUCCESS_WITH_CONFLICTS,2102582621,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-core/jetty-http3/jetty-http3-tests/src/test/java/org/eclipse/jetty/http3/tests/HttpClientTransportOverHTTP3Test.java,SUCCESS_WITHOUT_CONFLICTS,7766084,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,96033554,91.630791ms,,,,,,,,,91.880091ms,SUCCESS_WITHOUT_CONFLICTS,90812888,87.044559ms,,,,,,,,,87.275221ms,SUCCESS_WITHOUT_CONFLICTS,107510555,101.867724ms,,,,,,,,,102.16126ms,SUCCESS_WITHOUT_CONFLICTS,1163882315,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-core/jetty-server/src/main/java/org/eclipse/jetty/server/internal/HttpChannelState.java,SUCCESS_WITHOUT_CONFLICTS,9348094,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,747205834,743.932084ms,,,,,,,,,744.18854ms,SUCCESS_WITHOUT_CONFLICTS,700205391,695.52687ms,,,,,,,,,695.770258ms,SUCCESS_WITHOUT_CONFLICTS,842877126,836.105523ms,,,,,,,,,836.416581ms,SUCCESS_WITHOUT_CONFLICTS,1654989146,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-core/jetty-server/src/main/java/org/eclipse/jetty/server/internal/HttpConnection.java,SUCCESS_WITH_CONFLICTS,9286277,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,3538048848,2.05578003s,833.647503ms,,0.0,0ns,660.612129ms,,0.0,0ns,3.550521197s,SUCCESS_WITH_CONFLICTS,5343326973,2.293952281s,95.600921ms,23.488286ms,0.0,0ns,3.246962507s,3.178434739s,0.0,0ns,5.637097267s,SUCCESS_WITH_CONFLICTS,5850012803,2.307230125s,95.735455ms,23.310129ms,0.0,0ns,3.420030294s,3.350756825s,0.0,0ns,5.823569203s,SUCCESS_WITH_CONFLICTS,2156094118,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-core/jetty-tests/jetty-test-client-transports/src/test/java/org/eclipse/jetty/test/client/transport/AsyncRequestContentTest.java,SUCCESS_WITH_CONFLICTS,7329691,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,227428032,78.361546ms,,,,,,,,,78.642902ms,SUCCESS_WITHOUT_CONFLICTS,215398596,167.113ms,,,,,,,,,167.372403ms,SUCCESS_WITHOUT_CONFLICTS,160839083,171.840861ms,,,,,,,,,172.115991ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,f1188d21040801329122e6e6883b87d5d889aba6,mergeAnalysisOutput/java/jetty/jetty.project/f1188d21040801329122e6e6883b87d5d889aba6/jetty-ee10/jetty-ee10-servlet/src/main/java/org/eclipse/jetty/ee10/servlet/ServletChannelState.java,SUCCESS_WITHOUT_CONFLICTS,8699747,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,184552216,179.670162ms,,,,,,,,,179.920999ms,SUCCESS_WITHOUT_CONFLICTS,217323376,208.406461ms,,,,,,,,,208.70314ms,SUCCESS_WITHOUT_CONFLICTS,335040343,204.629522ms,,,,,,,,,204.954406ms,SUCCESS_WITHOUT_CONFLICTS,1419044916,,,,,,,,,,
